AT2G38340	Carub.0004s2032
AT2G26270	Carub.0004s0614
AT4G38070	Carub.0007s0214
AT2G37480	Carub.0004s1941
AT4G38062	Carub.0007s0215
AT4G25530	Carub.0007s1546
AT4G13700	Carub.0007s2876
AT4G38060	Carub.0007s0216
AT2G41520	Carub.0004s0610
AT4G25520	Carub.0007s1547
AT4G38050	Carub.0007s0217
AT4G13690	Carub.0007s2878
AT1G26290	Carub.0007s0210
AT4G25570	Carub.0007s1541
AT4G38100	Carub.0007s0211
AT4G25560	Carub.0007s1542
AT4G13730	Carub.0007s2872
AT4G38090	Carub.0007s0212
AT4G11600	Carub.0006s3070
AT4G25550	Carub.0007s1543
AT4G13710	Carub.0007s2875
AT4G11610	Carub.0006s3071
AT4G25540	Carub.0007s1544
AT4G25220	Carub.0007s1581
AT4G37750	Carub.0007s0250
AT4G37740	Carub.0007s0251
AT4G25200	Carub.0007s1583
AT4G37730	Carub.0007s0252
AT4G25190	Carub.0007s1584
AT4G37720	Carub.0007s0253
AT4G25225	Carub.0007s1580
AT3G21610	Carub.0003s2165
AT2G20515	Carub.0003s3497
AT3G21600	Carub.0003s2164
AT2G20520	Carub.0003s3498
AT2G20500	Carub.0003s3495
AT1G09910	Carub.0001s0929
AT3G21620	Carub.0003s2166
AT2G20510	Carub.0003s3496
AT1G09900	Carub.0001s0928
AT1G09890	Carub.0001s0927
AT3G21640	Carub.0003s2169
AT1G09880	Carub.0001s0926
AT3G21630	Carub.0003s2168
AT1G09870	Carub.0001s0925
AT2G20530	Carub.0003s3499
AT1G09860	Carub.0001s0924
AT2G37660	Carub.0004s1959
AT1G09850	Carub.0001s0923
AT4G11740	Carub.0006s3083
AT1G09840	Carub.0001s0922
AT2G26350	Carub.0004s0626
AT2G37640	Carub.0004s1957
AT5G03400	Carub.0006s3085
AT1G09830	Carub.0001s0921
AT3G21650	Carub.0003s2170
AT2G37650	Carub.0004s1958
AT1G09820	Carub.0001s0920
AT2G26360	Carub.0004s0628
AT3G21670	Carub.0003s2172
AT2G37630	Carub.0004s1956
AT3G21660	Carub.0003s2171
AT3G21690	Carub.0003s2174
AT4G11780	Carub.0006s3089
AT2G26340	Carub.0004s0625
AT2G37610	Carub.0004s1954
AT3G21680	Carub.0003s2173
AT2G26330	Carub.0004s0624
AT2G37585	Carub.0004s1951
AT4G25240	Carub.0007s1578
AT4G37780	Carub.0007s0247
AT2G37590	Carub.0004s1952
AT4G25230	Carub.0007s1579
AT4G37770	Carub.0007s0248
AT4G37760	Carub.0007s0249
AT2G37580	Carub.0004s1950
AT2G26310	Carub.0004s0620
AT4G25270	Carub.0007s1574
AT4G37810	Carub.0007s0243
AT4G25260	Carub.0007s1575
AT4G37800	Carub.0007s0244
AT4G11720	Carub.0006s3081
AT4G37790	Carub.0007s0245
AT4G25250	Carub.0007s1577
AT4G25290	Carub.0007s1572
AT4G25280	Carub.0007s1573
AT4G37820	Carub.0007s0242
AT3G21500	Carub.0003s2154
AT1G09815	Carub.0001s0919
AT3G21490	Carub.0003s2153
AT1G09812	Carub.0001s0918
AT3G21520	Carub.0003s2156
AT2G20450	Carub.0003s3484
AT1G09810	Carub.0001s0917
AT3G21510	Carub.0003s2155
AT2G20465	Carub.0003s3485
AT1G09800	Carub.0001s0916
AT3G21540	Carub.0003s2158
AT1G09795	Carub.0001s0915
AT3G21530	Carub.0003s2157
AT1G09794	Carub.0001s0914
AT1G09790	Carub.0001s0913
AT3G21550	Carub.0003s2159
AT2G20470	Carub.0003s3489
AT1G09780	Carub.0001s0912
AT1G09770	Carub.0001s0911
AT4G11860	Carub.0006s3095
AT2G37740	Carub.0004s1968
AT1G09760	Carub.0001s0910
AT2G37750	Carub.0004s1969
AT3G21570	Carub.0003s2161
AT2G20490	Carub.0003s3493
AT4G11890	Carub.0006s3098
AT2G26440	Carub.0004s0634
AT2G37730	Carub.0004s1967
AT3G21560	Carub.0003s2160
AT2G20495	Carub.0003s3494
AT2G26430	Carub.0004s0633
AT3G21590	Carub.0003s2163
AT2G37700	Carub.0004s1965
AT3G21580	Carub.0003s2162
AT2G26450	Carub.0004s0635
AT2G37678	Carub.0004s1962
AT4G13550	Carub.0007s2899
AT4G37870	Carub.0007s0236
AT4G25330	Carub.0007s1568
AT2G37680	Carub.0004s1963
AT4G13560	Carub.0007s2898
AT4G37850	Carub.0007s0237
AT4G25320	Carub.0007s1569
AT2G26420	Carub.0004s0632
AT4G37840	Carub.0007s0238
AT2G37670	Carub.0004s1961
AT2G26410	Carub.0004s0631
AT4G37830	Carub.0007s0239
AT4G25380	Carub.0007s1563
AT4G11790	Carub.0006s3090
AT4G13590	Carub.0007s2895
AT4G25370	Carub.0007s1564
AT4G11800	Carub.0006s3091
AT4G13600	Carub.0007s2894
AT4G37890	Carub.0007s0233
AT4G11810	Carub.0006s3092
AT4G25350	Carub.0007s1566
AT4G11820	Carub.0006s3093
AT4G37880	Carub.0007s0235
AT4G12230	Carub.0006s3135
AT4G12240	Carub.0006s3137
AT4G12250	Carub.0006s3138
AT4G12270	Carub.0006s3139
AT2G25570	Carub.0004s0528
AT2G36730	Carub.0004s1858
AT2G36740	Carub.0004s1859
AT4G12300	Carub.0006s3141
AT2G36724	Carub.0004s1857
AT2G25560	Carub.0004s0526
AT2G25540	Carub.0004s0525
AT2G36720	Carub.0004s1855
AT2G25500	Carub.0004s0520
AT2G36710	Carub.0004s1853
AT2G25530	Carub.0004s0522
AT2G36680	Carub.0004s1850
AT4G12330	Carub.0006s3147
AT4G12340	Carub.0006s3148
AT4G12350	Carub.0006s3149
AT2G25620	Carub.0004s0539
AT4G12360	Carub.0006s3150
AT2G36840	Carub.0004s1869
AT4G12370	Carub.0006s3151
AT4G12382	Carub.0006s3152
AT2G36830	Carub.0004s1867
AT2G36835	Carub.0004s1868
AT2G36810	Carub.0004s1865
AT4G12400	Carub.0006s3155
AT4G12410	Carub.0006s3156
AT2G25590	Carub.0004s0530
AT2G25605	Carub.0004s0533
AT2G25600	Carub.0004s0532
AT2G36780	Carub.0004s1862
AT2G36750	Carub.0004s1860
AT4G12420	Carub.0006s3157
AT4G12450	Carub.0006s3161
AT4G12460	Carub.0006s3162
AT2G36930	Carub.0004s1878
AT2G25660	Carub.0004s0545
AT2G36950	Carub.0004s1879
AT2G25680	Carub.0004s0547
AT2G36890	Carub.0004s1874
AT2G25625	Carub.0004s0541
AT2G36895	Carub.0004s1875
AT2G36880	Carub.0004s1872
AT2G36885	Carub.0004s1873
AT2G36854	Carub.0004s1870
AT2G36870	Carub.0004s1871
AT3G21900	Carub.0003s2198
AT3G21910	Carub.0003s2199
AT4G12540	Carub.0006s3171
AT5G54620	Carub.0006s3173
AT2G25780	Carub.0004s0557
AT2G37025	Carub.0004s1889
AT2G25800	Carub.0004s0559
AT2G37010	Carub.0004s1887
AT2G25790	Carub.0004s0558
AT2G37020	Carub.0004s1888
AT2G25740	Carub.0004s0553
AT2G25737	Carub.0004s0552
AT2G36985	Carub.0004s1883
AT2G25760	Carub.0004s0554
AT2G36990	Carub.0004s1884
AT2G36970	Carub.0004s1881
AT2G36980	Carub.0004s1882
AT2G25730	Carub.0004s0550
AT2G36960	Carub.0004s1880
AT4G12530	Carub.0006s3170
AT2G07690	Carub.0013s0016
AT2G22650	Carub.0013s0015
AT2G07680	Carub.0013s0013
AT2G07560	Carub.0013s0011
AT4G14270	Carub.0007s2807
AT2G25850	Carub.0004s0568
AT2G25840	Carub.0004s0567
AT4G14280	Carub.0007s2803
AT2G25870	Carub.0004s0569
AT4G18823	Carub.0007s2805
AT4G11910	Carub.0006s3101
AT2G37100	Carub.0004s1899
AT2G25820	Carub.0004s0564
AT4G14301	Carub.0007s2800
AT2G37080	Carub.0004s1896
AT4G14290	Carub.0007s2802
AT2G09840	Carub.0004s0566
AT2G37060	Carub.0004s1894
AT2G25830	Carub.0004s0565
AT4G14300	Carub.0007s2801
AT2G37070	Carub.0004s1895
AT2G37040	Carub.0004s1892
AT2G37050	Carub.0004s1893
AT2G25810	Carub.0004s0562
AT2G37030	Carub.0004s1890
AT2G02026	Carub.0004s0561
AT2G37035	Carub.0004s1891
AT2G25940	Carub.0004s0580
AT4G11911	Carub.0006s3102
AT4G11920	Carub.0006s3103
AT4G11930	Carub.0006s3104
AT4G11950	Carub.0006s3105
AT4G11960	Carub.0006s3106
AT4G11970	Carub.0006s3107
AT4G11980	Carub.0006s3108
AT2G25930	Carub.0004s0579
AT4G12000	Carub.0006s3110
AT4G12010	Carub.0006s3111
AT4G12020	Carub.0006s3112
AT2G25920	Carub.0004s0574
AT2G11200	Carub.0004s0576
AT2G25890	Carub.0004s0571
AT2G25880	Carub.0004s0570
AT2G25910	Carub.0004s0573
AT2G25900	Carub.0004s0572
AT2G26100	Carub.0004s0591
AT2G26080	Carub.0004s0590
AT4G12030	Carub.0006s3113
AT4G12040	Carub.0006s3114
AT4G12050	Carub.0006s3117
AT4G12060	Carub.0006s3118
AT4G12070	Carub.0006s3119
AT4G14130	Carub.0007s2829
AT4G12080	Carub.0006s3120
AT4G14160	Carub.0007s2826
AT4G12090	Carub.0006s3121
AT4G14145	Carub.0007s2828
AT4G14147	Carub.0007s2827
AT4G14170	Carub.0007s2822
AT2G26040	Carub.0004s0586
AT4G14180	Carub.0007s2821
AT2G26060	Carub.0004s0588
AT2G25970	Carub.0004s0582
AT2G25950	Carub.0004s0581
AT4G14190	Carub.0007s2820
AT2G07360	Carub.0013s0005
AT2G07340	Carub.0013s0004
AT2G07180	Carub.0013s0003
AT2G07170	Carub.0013s0002
AT4G12110	Carub.0006s3129
AT4G14200	Carub.0007s2819
AT4G14210	Carub.0007s2818
AT1G10550	Carub.0001s0999
AT1G10540	Carub.0001s0998
AT4G12120	Carub.0006s3130
AT1G10530	Carub.0001s0997
AT4G14226	Carub.0007s2815
AT1G10522	Carub.0001s0996
AT4G12130	Carub.0006s3132
AT4G14230	Carub.0007s2814
AT1G10520	Carub.0001s0995
AT4G14220	Carub.0007s2817
AT1G10510	Carub.0001s0994
AT4G14225	Carub.0007s2816
AT1G10500	Carub.0001s0993
AT4G14240	Carub.0007s2811
AT1G10490	Carub.0001s0992
AT2G26130	Carub.0004s0597
AT4G14245	Carub.0007s2810
AT1G10480	Carub.0001s0991
AT1G10470	Carub.0001s0990
AT2G26140	Carub.0004s0599
AT2G26135	Carub.0004s0598
AT2G26110	Carub.0004s0595
AT3G20090	Carub.0003s2669
AT3G02030	Carub.0003s0006
AT3G13810	Carub.0003s1336
AT3G02040	Carub.0003s0005
AT3G13850	Carub.0003s1339
AT2G05160	Carub.0003s2667
AT3G02020	Carub.0003s0008
AT3G13845	Carub.0003s1338
AT2G05170	Carub.0003s2668
AT3G02000	Carub.0003s0009
AT2G04940	Carub.0003s2662
AT3G13782	Carub.0003s1331
AT3G13780	Carub.0003s1330
AT3G13790	Carub.0003s1333
AT2G05120	Carub.0003s2665
AT3G02065	Carub.0003s0002
AT3G13784	Carub.0003s1332
AT3G23633	Carub.0003s2666
AT3G02070	Carub.0003s0001
AT3G13800	Carub.0003s1335
AT3G02050	Carub.0003s0004
AT3G02060	Carub.0003s0003
AT3G13740	Carub.0003s1326
AT3G13730	Carub.0003s1325
AT3G13770	Carub.0003s1328
AT3G13750	Carub.0003s1327
AT3G13772	Carub.0003s1329
AT2G04900	Carub.0003s2650
AT3G13682	Carub.0003s1320
AT3G13700	Carub.0003s1322
AT3G13690	Carub.0003s1321
AT5G27495	Carub.0006s2505
AT3G13662	Carub.0003s1315
AT2G04860	Carub.0003s2647
AT5G27470	Carub.0006s2506
AT3G13650	Carub.0003s1314
AT2G04880	Carub.0003s2648
AT5G27460	Carub.0006s2507
AT3G13672	Carub.0003s1317
AT2G04845	Carub.0003s2645
AT5G27450	Carub.0006s2508
AT3G13670	Carub.0003s1316
AT2G04850	Carub.0003s2646
AT5G27440	Carub.0006s2509
AT3G13677	Carub.0003s1319
AT3G13674	Carub.0003s1318
AT2G04890	Carub.0003s2649
AT5G27560	Carub.0006s2500
AT5G27550	Carub.0006s2501
AT2G04842	Carub.0003s2643
AT5G27540	Carub.0006s2502
AT5G27520	Carub.0006s2503
AT5G27510	Carub.0006s2504
AT3G13560	Carub.0003s1304
AT5G27395	Carub.0006s2516
AT2G04750	Carub.0003s2636
AT3G13550	Carub.0003s1303
AT5G27380	Carub.0006s2517
AT2G04780	Carub.0003s2637
AT3G13600	Carub.0003s1306
AT5G27370	Carub.0006s2518
AT3G13570	Carub.0003s1305
AT2G04740	Carub.0003s2635
AT3G13620	Carub.0003s1308
AT3G23280	Carub.0003s2638
AT2G04790	Carub.0003s2639
AT5G27430	Carub.0006s2510
AT5G27420	Carub.0006s2512
AT5G27410	Carub.0006s2513
AT3G13540	Carub.0003s1302
AT5G27400	Carub.0006s2514
AT2G04700	Carub.0003s2630
AT3G13530	Carub.0003s1301
AT5G27390	Carub.0006s2515
AT3G01640	Carub.0003s0042
AT3G14120	Carub.0003s1373
AT3G01650	Carub.0003s0041
AT3G14110	Carub.0003s1372
AT3G01620	Carub.0003s0044
AT3G01630	Carub.0003s0043
AT3G01600	Carub.0003s0046
AT3G14172	Carub.0003s1377
AT3G01610	Carub.0003s0045
AT3G14170	Carub.0003s1376
AT3G01580	Carub.0003s0048
AT3G01590	Carub.0003s0047
AT3G14180	Carub.0003s1378
AT3G01560	Carub.0003s0051
AT3G14200	Carub.0003s1382
AT3G01570	Carub.0003s0050
AT3G01670	Carub.0003s0039
AT3G01680	Carub.0003s0038
AT3G14080	Carub.0003s1369
AT1G48530	Carub.0003s2694
AT3G01750	Carub.0003s0031
AT3G14030	Carub.0003s1362
AT1G48520	Carub.0003s2695
AT3G13840	Carub.0003s1361
AT3G01720	Carub.0003s0033
AT3G14050	Carub.0003s1364
AT2G05710	Carub.0003s2693
AT3G01710	Carub.0003s0035
AT2G05790	Carub.0003s2698
AT3G14067	Carub.0003s1366
AT3G14060	Carub.0003s1365
AT3G01690	Carub.0003s0037
AT2G05755	Carub.0003s2696
AT3G14075	Carub.0003s1368
AT2G05760	Carub.0003s2697
AT3G14070	Carub.0003s1367
AT3G01660	Carub.0003s0040
AT3G14100	Carub.0003s1371
AT3G14090	Carub.0003s1370
AT3G01780	Carub.0003s0028
AT3G14010	Carub.0003s1359
AT3G01790	Carub.0003s0027
AT3G14000	Carub.0003s1358
AT2G05620	Carub.0003s2689
AT3G01770	Carub.0003s0029
AT3G01870	Carub.0003s0020
AT3G13940	Carub.0003s1351
AT3G13930	Carub.0003s1350
AT3G01840	Carub.0003s0022
AT3G13960	Carub.0003s1353
AT3G01860	Carub.0003s0021
AT3G13950	Carub.0003s1352
AT3G01820	Carub.0003s0024
AT2G05590	Carub.0003s2687
AT3G01830	Carub.0003s0023
AT3G01800	Carub.0003s0026
AT3G13990	Carub.0003s1357
AT3G01810	Carub.0003s0025
AT3G13980	Carub.0003s1356
AT2G05630	Carub.0003s2690
AT3G14020	Carub.0003s1360
AT3G13910	Carub.0003s1348
AT3G01910	Carub.0003s0017
AT3G01920	Carub.0003s0016
AT3G01900	Carub.0003s0018
AT2G05260	Carub.0003s2672
AT3G13870	Carub.0003s1342
AT3G01980	Carub.0003s0011
AT3G13860	Carub.0003s1341
AT3G01990	Carub.0003s0010
AT3G13882	Carub.0003s1344
AT3G01960	Carub.0003s0013
AT3G13880	Carub.0003s1343
AT3G01970	Carub.0003s0012
AT3G13898	Carub.0003s1346
AT3G01940	Carub.0003s0015
AT3G13890	Carub.0003s1345
AT3G01950	Carub.0003s0014
AT2G05335	Carub.0003s2675
AT3G01290	Carub.0003s0086
AT3G01300	Carub.0003s0085
AT3G01270	Carub.0003s0088
AT3G01280	Carub.0003s0087
AT3G01250	Carub.0003s0089
AT3G01230	Carub.0003s0091
AT3G01240	Carub.0003s0090
AT3G01210	Carub.0003s0093
AT3G01220	Carub.0003s0092
AT3G01190	Carub.0003s0095
AT3G01200	Carub.0003s0094
AT3G01350	Carub.0003s0074
AT3G01330	Carub.0003s0076
AT3G01331	Carub.0003s0078
AT3G01320	Carub.0003s0081
AT3G01310	Carub.0003s0084
AT3G01311	Carub.0003s0083
AT3G01460	Carub.0003s0064
AT3G14260	Carub.0003s1395
AT3G01470	Carub.0003s0063
AT3G14250	Carub.0003s1394
AT3G01440	Carub.0003s0066
AT3G14280	Carub.0003s1397
AT3G14270	Carub.0003s1396
AT3G01420	Carub.0003s0068
AT3G01435	Carub.0003s0067
AT3G14290	Carub.0003s1398
AT3G01400	Carub.0003s0069
AT3G01380	Carub.0003s0071
AT3G01390	Carub.0003s0070
AT3G01360	Carub.0003s0073
AT3G01370	Carub.0003s0072
AT3G01540	Carub.0003s0053
AT3G01550	Carub.0003s0052
AT3G01520	Carub.0003s0055
AT3G01530	Carub.0003s0054
AT3G01513	Carub.0003s0057
AT3G14205	Carub.0003s1388
AT3G01516	Carub.0003s0056
AT3G01500	Carub.0003s0059
AT3G01510	Carub.0003s0058
AT3G01490	Carub.0003s0060
AT3G14220	Carub.0003s1391
AT3G14240	Carub.0003s1393
AT3G01480	Carub.0003s0061
AT3G14230	Carub.0003s1392
AT3G01180	Carub.0003s0097
AT3G01185	Carub.0003s0096
AT3G01170	Carub.0003s0099
AT3G01175	Carub.0003s0098
AT4G01535	Carub.0010s0001
AT4G31040	Carub.0007s0948
AT4G31020	Carub.0007s0949
AT4G31080	Carub.0007s0944
AT4G31070	Carub.0007s0945
AT4G31060	Carub.0007s0946
AT4G31050	Carub.0007s0947
AT4G31130	Carub.0007s0940
AT4G31120	Carub.0007s0941
AT4G31115	Carub.0007s0942
AT4G31160	Carub.0007s0937
AT4G31150	Carub.0007s0938
AT4G31140	Carub.0007s0939
AT4G31210	Carub.0007s0933
AT4G31200	Carub.0007s0934
AT4G31180	Carub.0007s0935
AT4G31170	Carub.0007s0936
AT4G31250	Carub.0007s0930
AT4G31240	Carub.0007s0931
AT4G30880	Carub.0007s0967
AT4G30870	Carub.0007s0968
AT4G30860	Carub.0007s0969
AT4G30930	Carub.0007s0962
AT4G30900	Carub.0007s0964
AT4G30890	Carub.0007s0965
AT4G30940	Carub.0007s0960
AT4G30935	Carub.0007s0961
AT4G30950	Carub.0007s0959
AT4G30990	Carub.0007s0955
AT4G30980	Carub.0007s0956
AT4G30960	Carub.0007s0958
AT4G31000	Carub.0007s0951
AT4G30996	Carub.0007s0952
AT4G30993	Carub.0007s0954
AT4G31010	Carub.0007s0950
AT4G30660	Carub.0007s0990
AT5G14590	Carub.0006s1276
AT5G14600	Carub.0006s1277
AT5G14610	Carub.0006s1279
AT5G14620	Carub.0006s1280
AT5G14640	Carub.0006s1281
AT5G14650	Carub.0006s1282
AT5G14660	Carub.0006s1283
AT5G14680	Carub.0006s1285
AT5G14690	Carub.0006s1286
AT4G30680	Carub.0007s0985
AT4G30670	Carub.0007s0986
AT4G30662	Carub.0007s0987
AT4G30780	Carub.0007s0980
AT4G30790	Carub.0007s0981
AT4G30810	Carub.0007s0983
AT5G14700	Carub.0006s1287
AT5G14710	Carub.0006s1288
AT5G14720	Carub.0006s1289
AT5G14730	Carub.0006s1290
AT5G14740	Carub.0006s1291
AT5G14750	Carub.0006s1292
AT5G14760	Carub.0006s1293
AT5G14770	Carub.0006s1294
AT4G30720	Carub.0007s0978
AT4G30770	Carub.0007s0979
AT4G30830	Carub.0007s0973
AT4G30825	Carub.0007s0974
AT4G30820	Carub.0007s0975
AT4G30700	Carub.0007s0976
AT4G30850	Carub.0007s0970
AT4G30845	Carub.0007s0971
AT4G30840	Carub.0007s0972
AT5G14800	Carub.0006s1298
AT4G30580	Carub.0007s0999
AT4G30620	Carub.0007s0995
AT4G30610	Carub.0007s0996
AT4G30600	Carub.0007s0997
AT4G30590	Carub.0007s0998
AT4G30650	Carub.0007s0991
AT4G30640	Carub.0007s0992
AT4G30630	Carub.0007s0993
AT2G17305	Carub.0003s2703
AT2G05910	Carub.0003s2706
AT2G05810	Carub.0003s2704
AT5G14130	Carub.0006s1233
AT5G28150	Carub.0006s2564
AT5G14140	Carub.0006s1234
AT5G28210	Carub.0006s2566
AT5G14150	Carub.0006s1236
AT5G28220	Carub.0006s2567
AT5G14160	Carub.0006s1237
AT3G11825	Carub.0006s2568
AT5G28290	Carub.0006s2569
AT5G14180	Carub.0006s1239
AT5G28300	Carub.0006s2570
AT5G14210	Carub.0006s1241
AT5G28470	Carub.0006s2572
AT5G14220	Carub.0006s1242
AT5G28490	Carub.0006s2573
AT2G05920	Carub.0003s2708
AT2G05940	Carub.0003s2709
AT2G36700	Carub.0132s0002
AT5G14230	Carub.0006s1243
AT5G14240	Carub.0006s1244
AT5G14250	Carub.0006s1245
AT5G14260	Carub.0006s1246
AT5G14270	Carub.0006s1247
AT5G28500	Carub.0006s2578
AT5G14285	Carub.0006s1248
AT5G14300	Carub.0006s1249
AT5G14310	Carub.0006s1250
AT5G14320	Carub.0006s1251
AT5G28530	Carub.0006s2582
AT5G14330	Carub.0006s1252
AT5G14340	Carub.0006s1253
AT5G14360	Carub.0006s1254
AT5G14370	Carub.0006s1255
AT5G14380	Carub.0006s1256
AT2G46455	Carub.0006s2587
AT5G14390	Carub.0006s1257
AT5G14400	Carub.0006s1258
AT5G14410	Carub.0006s1259
AT5G14420	Carub.0006s1260
AT5G28640	Carub.0006s2591
AT5G14430	Carub.0006s1261
AT5G28646	Carub.0006s2592
AT5G14440	Carub.0006s1262
AT5G28650	Carub.0006s2593
AT5G14450	Carub.0006s1263
AT5G14460	Carub.0006s1264
AT5G28690	Carub.0006s2595
AT5G14470	Carub.0006s1265
AT5G14480	Carub.0006s1266
AT5G14490	Carub.0006s1267
AT5G28740	Carub.0006s2599
AT5G14500	Carub.0006s1268
AT5G14510	Carub.0006s1269
AT5G14520	Carub.0006s1270
AT5G14530	Carub.0006s1271
AT5G14540	Carub.0006s1272
AT5G14550	Carub.0006s1273
AT5G14570	Carub.0006s1274
AT5G14580	Carub.0006s1275
AT5G27240	Carub.0006s2527
AT2G10940	Carub.0003s2746
AT3G14420	Carub.0003s1414
AT5G27230	Carub.0006s2528
AT3G14415	Carub.0003s1413
AT5G27220	Carub.0006s2529
AT3G14430	Carub.0003s1415
AT3G14450	Carub.0003s1418
AT3G14440	Carub.0003s1417
AT2G26370	Carub.0003s2749
AT3G14460	Carub.0003s1419
AT5G27330	Carub.0006s2521
AT5G27290	Carub.0006s2522
AT4G31470	Carub.0007s0908
AT3G14395	Carub.0003s1410
AT4G31460	Carub.0007s0909
AT5G27280	Carub.0006s2525
AT3G14410	Carub.0003s1412
AT5G27270	Carub.0006s2526
AT3G14400	Carub.0003s1411
AT4G31530	Carub.0007s0904
AT4G31510	Carub.0007s0905
AT4G31500	Carub.0007s0906
AT4G31570	Carub.0007s0900
AT4G31560	Carub.0007s0901
AT4G31550	Carub.0007s0902
AT4G31540	Carub.0007s0903
AT5G27120	Carub.0006s2538
AT2G07020	Carub.0003s2735
AT5G13880	Carub.0006s1207
AT3G14330	Carub.0003s1403
AT5G27110	Carub.0006s2539
AT5G13890	Carub.0006s1208
AT3G14320	Carub.0003s1402
AT5G13900	Carub.0006s1209
AT3G14350	Carub.0003s1405
AT2G06990	Carub.0003s2734
AT3G14362	Carub.0003s1407
AT3G14360	Carub.0003s1406
AT3G14380	Carub.0003s1409
AT3G14370	Carub.0003s1408
AT2G26540	Carub.0003s2738
AT5G27210	Carub.0006s2530
AT5G13820	Carub.0006s1200
AT5G13825	Carub.0006s1201
AT5G27150	Carub.0006s2533
AT5G13830	Carub.0006s1202
AT2G06850	Carub.0003s2731
AT5G13840	Carub.0006s1203
AT2G06925	Carub.0003s2732
AT5G13860	Carub.0006s1205
AT3G14310	Carub.0003s1401
AT5G27130	Carub.0006s2537
AT5G13870	Carub.0006s1206
AT3G14300	Carub.0003s1400
AT2G06200	Carub.0003s2724
AT5G13990	Carub.0006s1218
AT5G14000	Carub.0006s1219
AT2G06520	Carub.0003s2728
AT2G06530	Carub.0003s2729
AT2G06255	Carub.0003s2726
AT2G06510	Carub.0003s2727
AT5G13910	Carub.0006s1210
AT5G27950	Carub.0006s2542
AT5G13920	Carub.0006s1211
AT5G27970	Carub.0006s2545
AT5G13950	Carub.0006s1214
AT5G27980	Carub.0006s2546
AT5G27990	Carub.0006s2547
AT5G13970	Carub.0006s1216
AT5G13980	Carub.0006s1217
AT4G31300	Carub.0007s0926
AT4G31290	Carub.0007s0927
AT4G31270	Carub.0007s0929
AT4G31340	Carub.0007s0922
AT4G31330	Carub.0007s0923
AT4G31320	Carub.0007s0924
AT5G14010	Carub.0006s1220
AT4G31310	Carub.0007s0925
AT1G65260	Carub.0006s2551
AT4G31360	Carub.0007s0920
AT4G31350	Carub.0007s0921
AT5G14100	Carub.0006s1229
AT2G33080	Carub.0003s2713
AT2G06010	Carub.0003s2714
AT2G06000	Carub.0003s2711
AT2G06005	Carub.0003s2712
AT2G06040	Carub.0003s2717
AT2G06020	Carub.0003s2715
AT2G06025	Carub.0003s2716
AT5G14020	Carub.0006s1221
AT5G14030	Carub.0006s1222
AT5G28020	Carub.0006s2554
AT5G14040	Carub.0006s1223
AT5G28030	Carub.0006s2555
AT5G14050	Carub.0006s1224
AT5G28040	Carub.0006s2556
AT5G14060	Carub.0006s1225
AT4G31370	Carub.0007s0919
AT5G28050	Carub.0006s2557
AT5G14070	Carub.0006s1226
AT2G05990	Carub.0003s2710
AT5G28060	Carub.0006s2558
AT5G14080	Carub.0006s1227
AT5G28080	Carub.0006s2559
AT5G14090	Carub.0006s1228
AT4G31410	Carub.0007s0915
AT4G31400	Carub.0007s0916
AT4G31390	Carub.0007s0917
AT4G31380	Carub.0007s0918
AT4G31450	Carub.0007s0911
AT4G31440	Carub.0007s0912
ATCG00710	Carub.0006s2561
AT5G14105	Carub.0006s1230
AT4G31430	Carub.0007s0913
ATCG00720	Carub.0006s2562
AT5G14110	Carub.0006s1231
AT4G31420	Carub.0007s0914
AT2G06050	Carub.0003s2719
AT3G14920	Carub.0003s1458
AT3G02150	Carub.0003s0127
AT3G14910	Carub.0003s1457
AT3G02140	Carub.0003s0126
AT2G13350	Carub.0003s2788
AT3G02170	Carub.0003s0129
AT2G13360	Carub.0003s2789
AT3G14930	Carub.0003s1459
AT3G02160	Carub.0003s0128
AT2G12550	Carub.0003s2782
AT2G12646	Carub.0003s2783
AT3G14860	Carub.0003s1452
AT2G12480	Carub.0003s2780
AT3G02100	Carub.0003s0121
AT3G14850	Carub.0003s1451
AT3G02090	Carub.0003s0120
AT3G14880	Carub.0003s1454
AT3G02120	Carub.0003s0123
AT3G14870	Carub.0003s1453
AT2G13290	Carub.0003s2787
AT3G02110	Carub.0003s0122
AT3G14900	Carub.0003s1456
AT3G14890	Carub.0003s1455
AT3G02125	Carub.0003s0124
AT2G13100	Carub.0003s2785
AT2G13370	Carub.0003s2790
AT3G14810	Carub.0003s1447
AT4G00170	Carub.0006s3705
AT3G01020	Carub.0003s0116
AT3G14790	Carub.0003s1446
AT4G00180	Carub.0006s3704
AT3G01030	Carub.0003s0115
AT3G14830	Carub.0003s1449
AT4G00165	Carub.0006s3707
AT5G60340	Carub.0003s2777
AT3G01015	Carub.0003s0118
AT3G14820	Carub.0003s1448
AT3G01010	Carub.0003s0117
AT3G02080	Carub.0003s0119
AT2G11810	Carub.0003s2771
AT3G14740	Carub.0003s1441
AT3G01070	Carub.0003s0110
AT3G14730	Carub.0003s1440
AT2G11520	Carub.0003s2770
AT3G14760	Carub.0003s1443
AT2G12400	Carub.0003s2775
AT4G00210	Carub.0006s3701
AT3G14750	Carub.0003s1442
AT2G12462	Carub.0003s2776
AT3G01060	Carub.0003s0111
AT4G00220	Carub.0006s3700
AT3G14780	Carub.0003s1445
AT4G00190	Carub.0006s3703
AT2G11890	Carub.0003s2773
