AT2G36840	AL4G33040
AT4G29890	AL7G22360
AT5G42320	AL8G19280
AT2G03750	AL5G13540
AT3G57300	AL5G38840
AT2G40440	AL8G20270
AT5G67120	AL8G44240
AT3G26125	AL5G14870
AT4G21110	AL7G33010
AT5G03270	AL6G12580
AT4G18596	AL7G35670
AT2G31200	AL4G26400
AT5G24850	AL6G36510
AT4G38510	AL7G10380
AT2G32300	AL4G27700
AT3G46640	AL5G25530
AT5G56500	AL8G32260
AT5G41720	AL7G47620
AT5G15040	AL6G25860
AT3G06790	AL3G17920
AT3G17750	AL3G30900
AT5G40770	AL7G48950
AT4G31040	AL7G21030
AT4G03115	AL6G49830
AT5G13890	AL6G24530
AT5G12400	AL6G23200
AT2G24762	AL4G15740
AT3G56180	AL5G37500
AT5G66050	AL8G45560
AT4G29900	AL7G22350
AT5G67130	AL8G44230
AT3G26130	AL5G14880
AT5G48020	AL8G20280
AT3G57290	AL5G38830
AT2G03760	AL5G13550
AT5G02030	AL6G11240
AT5G25910	AL6G37850
AT4G21120	AL7G33000
AT5G42310	AL8G19290
AT4G18600	AL7G35660
AT5G03260	AL6G12570
AT4G38500	AL7G10370
AT2G32310	AL4G27710
AT3G46630	AL5G25520
AT3G47590	AL5G26850
AT5G15050	AL6G25870
AT3G05850	AL3G16600
AT3G06810	AL3G17930
AT5G40760	AL7G48960
AT4G31050	AL7G21020
AT5G12410	AL6G23210
AT1G80340	AL2G41160
AT2G03730	AL5G13520
AT4G28750	AL7G23750
AT4G29830	AL7G22420
AT4G19650	AL7G34400
AT4G18550	AL7G35730
AT3G16840	AL3G29800
AT2G39670	AL4G37080
AT1G69120	AL2G28180
AT3G46620	AL5G25510
AT1G10920	AL1G21900
AT4G39620	AL7G11770
AT4G38550	AL7G10440
AT3G17680	AL3G30800
AT3G57250	AL5G38810
AT1G80330	AL2G41170
AT2G03740	AL5G13530
AT4G28760	AL7G23740
AT4G29840	AL7G22410
AT3G16850	AL3G29810
AT1G70970	AL2G30490
AT1G10930	AL1G21910
AT5G37630	AL7G46400
AT3G05760	AL3G16500
AT3G06720	AL3G17830
AT2G03720	AL5G13500
AT4G12410	AL6G47290
AT3G26115	AL5G14830
AT4G28730	AL7G23770
AT3G06730	AL3G17840
AT4G29810	AL7G22440
AT4G19640	AL7G34420
AT4G18530	AL7G35750
AT3G16857	AL3G29820
AT4G39640	AL7G11790
AT2G30240	AL4G25070
AT2G23220	AL4G13094
AT1G80360	AL2G41140
AT3G17700	AL3G30820
AT3G26120	AL5G14840
AT1G80350	AL2G41150
AT3G05780	AL3G16520
AT4G28740	AL7G23760
AT3G06740	AL3G17850
AT4G29820	AL7G22430
AT4G19645	AL7G34410
AT4G18540	AL7G35740
AT3G15840	AL3G28500
AT3G47570	AL5G26810
AT4G38560	AL7G10450
AT4G39630	AL7G11780
AT3G16860	AL3G29830
AT5G41670	AL7G47710
AT2G30230	AL4G25060
AT2G31190	AL4G26390
AT4G30980	AL7G21100
AT2G23200	AL4G13080
AT3G17690	AL3G30810
AT3G26100	AL5G14810
AT4G12400	AL6G47270
AT3G04903	AL3G15200
AT4G28780	AL7G23710
AT1G09160	AL1G19620
AT1G20900	AL1G33920
AT3G47560	AL5G26800
AT1G09970	AL1G20612
AT5G23950	AL6G35280
AT2G30220	AL4G25050
AT3G15850	AL3G28510
AT2G31180	AL4G26380
AT2G23190	AL4G13070
AT5G67170	AL8G44180
AT1G31820	AL1G45910
AT1G10960	AL1G21940
AT3G26110	AL5G14820
AT5G67180	AL8G44170
AT4G12390	AL6G47260
AT3G05800	AL3G16540
AT3G06750	AL3G17870
AT2G05260	AL3G42810
AT1G09170	AL1G19630
AT1G20910	AL1G33930
AT1G19870	AL1G32600
AT5G23970	AL6G35290
AT2G30210	AL4G25040
AT3G15870	AL3G28520
AT2G31170	AL4G26370
AT4G39590	AL7G11720
AT3G17710	AL3G30830
AT1G10970	AL1G21950
AT3G06760	AL3G17880
AT1G20880	AL1G33900
AT4G05000	AL6G48580
AT2G05330	AL3G42840
AT4G18570	AL7G35710
AT3G05810	AL3G16550
AT3G04910	AL3G15220
AT4G28770	AL7G23730
AT4G29850	AL7G22400
AT1G09155	AL1G19600
AT3G17730	AL3G30860
AT2G30200	AL4G25030
AT1G07970	AL1G18300
AT4G39610	AL7G11750
AT3G16890	AL3G29860
AT3G14880	AL3G27200
AT5G23940	AL6G35260
AT3G15880	AL3G28530
AT5G24920	AL6G36590
AT2G24190	AL4G14380
AT1G10940	AL1G21920
AT3G05820	AL3G16560
AT3G06770	AL3G17890
AT4G18580	AL7G35700
AT5G12450	AL6G23290
AT4G04990	AL6G48570
AT1G80310	AL2G41190
AT4G28775	AL7G23720
AT4G02250	AL6G50890
AT2G05320	AL3G42830
AT1G20890	AL1G33910
AT3G16900	AL3G29870
AT3G14890	AL3G27210
AT3G15890	AL3G28540
AT4G38530	AL7G10410
AT1G10950	AL1G21930
AT2G39590	AL4G37000
AT3G05830	AL3G16570
AT3G04930	AL3G15240
AT2G41560	AL4G39660
AT2G40480	AL4G38330
AT1G50280	AL1G57930
AT2G05380	AL3G42860
AT1G09190	AL1G19660
AT1G19900	AL1G32630
AT2G32290	AL4G27680
AT1G20930	AL1G33960
AT1G59610	AL2G17450
AT1G18790	AL1G31300
AT2G42290	AL4G40650
AT3G16910	AL3G29880
AT3G15900	AL3G28550
AT2G20510	AL3G53520
AT3G14900	AL3G27220
AT1G07985	AL1G18320
AT1G69050	AL2G28100
AT5G47220	AL8G10810
AT1G31850	AL1G45950
AT1G30580	AL1G44620
AT1G70150	AL2G29430
AT3G04940	AL3G15250
AT2G40490	AL4G38340
AT1G50270	AL1G57920
AT2G41600	AL4G39670
AT2G05335	AL3G42850
AT1G09195	AL1G19670
AT1G20940	AL1G33970
AT1G70900	AL2G30410
AT2G32295	AL4G27690
AT2G43310	AL4G41990
AT2G42300	AL4G40660
AT3G15920	AL3G28560
AT3G14910	AL3G27230
AT3G16920	AL3G29890
AT1G07980	AL1G18310
AT2G20515	AL3G53530
AT5G47210	AL8G10820
AT1G30570	AL1G44610
AT1G59600	AL2G17470
AT3G05840	AL3G16590
AT2G41610	AL4G39680
AT5G04280	AL6G13910
AT1G09176	AL1G19640
AT1G19880	AL1G32610
AT2G42310	AL4G40670
AT3G14920	AL3G27240
AT3G15940	AL3G28570
AT1G06970	AL1G17010
AT5G58560	AL8G34800
AT4G39580	AL7G11710
AT1G69070	AL2G28120
AT2G20495	AL3G53500
AT5G47200	AL8G10830
AT1G70170	AL2G29450
AT1G31840	AL1G45930
AT1G30560	AL1G44600
AT3G04943	AL3G15270
AT3G24620	AL3G40210
AT2G39620	AL4G37030
AT1G09180	AL1G19650
AT1G20925	AL1G33950
AT1G72130	AL2G31760
AT1G19890	AL1G32620
AT2G42320	AL4G40680
AT3G14930	AL3G27250
AT2G20500	AL3G53510
AT1G07990	AL1G18330
AT1G69060	AL2G28110
AT5G47190	AL8G10840
AT4G39570	AL7G11700
AT1G70160	AL2G29440
AT1G31830	AL1G45920
AT1G59580	AL2G17490
AT2G17905	AL3G41570
AT1G60530	AL2G16160
AT1G09980	AL1G20690
AT2G39630	AL4G37040
AT1G31885	AL1G45990
AT1G48640	AL1G55310
AT1G30610	AL1G44660
AT2G40520	AL4G38370
AT1G16850	AL1G29020
AT1G70940	AL2G30460
AT2G20540	AL3G53560
AT3G14940	AL3G27260
AT2G16130	AL3G52230
AT1G19950	AL1G32670
AT1G28380	AL1G42000
AT1G06990	AL1G17030
AT1G08030	AL1G18360
AT3G15950	AL3G28590
AT1G80380	AL2G41120
AT1G48635	AL1G55300
AT2G40530	AL4G38380
AT1G50320	AL1G57960
AT2G39640	AL4G37050
AT1G16860	AL1G29030
AT1G70920	AL2G30450
AT3G04950	AL3G15290
AT1G70180	AL2G29460
AT2G20550	AL3G53570
AT1G19960	AL1G32680
AT1G18830	AL1G31350
AT1G06980	AL1G17020
AT1G69080	AL2G28130
AT1G80370	AL2G41130
AT3G14950	AL3G27270
AT1G60500	AL2G16180
AT3G25470	AL3G41590
AT1G50310	AL1G57950
AT1G16830	AL1G29000
AT2G39650	AL4G37060
AT1G19920	AL1G32650
AT1G20950	AL1G33980
AT2G40540	AL4G38390
AT1G18810	AL1G31320
AT3G24080	AL3G39270
AT1G70950	AL2G30480
AT2G24980	AL3G52210
AT1G69100	AL2G28160
AT2G20520	AL3G53540
AT1G80400	AL2G41100
AT1G31870	AL1G45970
AT1G30600	AL1G44640
AT1G08040	AL1G18380
AT1G27160	AL3G41580
AT1G49450	AL1G56610
AT1G50300	AL1G57940
AT3G24630	AL3G40252
AT1G19940	AL1G32660
AT1G16840	AL1G29010
AT2G39660	AL4G37070
AT1G70949	AL2G30470
AT1G70190	AL2G29480
AT2G20530	AL3G53550
AT1G29470	AL1G43300
AT1G69085	AL2G28150
AT2G16120	AL3G52220
AT1G20960	AL1G33990
AT5G47230	AL8G10800
AT1G31860	AL1G45960
AT1G07000	AL1G17040
AT1G30590	AL1G44630
AT1G08035	AL1G18370
AT3G14960	AL3G27290
AT1G80390	AL2G41110
AT4G21210	AL7G32900
AT3G51550	AL5G31990
AT5G65730	AL8G43450
AT3G50510	AL5G30660
AT3G59410	AL5G41310
AT1G60940	AL2G15550
AT3G48830	AL5G28340
AT3G47740	AL5G27010
AT3G49720	AL5G29670
AT1G59870	AL2G16880
AT2G17990	AL3G51060
AT1G79060	AL2G39520
AT5G55910	AL8G31470
AT4G31150	AL7G20920
AT3G28190	AL5G17680
AT1G80870	AL2G40510
AT3G61590	AL5G43980
AT5G54690	AL8G30140
AT5G54000	AL8G29140
AT3G60400	AL5G42650
AT1G69690	AL2G28860
AT3G13910	AL3G26090
AT1G67530	AL2G26200
AT1G68610	AL2G27530
AT5G65720	AL8G43440
AT5G66700	AL8G44770
AT3G59400	AL5G41300
AT3G51540	AL5G31980
AT3G47730	AL5G27000
AT1G60950	AL2G15540
AT1G61850	AL2G14210
AT3G49710	AL5G29660
AT3G48820	AL5G28330
AT3G23410	AL3G38070
AT1G79070	AL2G39530
AT2G18000	AL3G51070
AT4G31170	AL7G20900
AT1G77932	AL2G38200
AT4G31160	AL7G20910
AT5G55900	AL8G31460
AT5G54010	AL8G29150
AT3G28200	AL5G17690
AT3G61600	AL5G43990
AT5G54680	AL8G30130
AT3G60410	AL5G42660
AT4G00305	AL6G53180
AT3G27220	AL5G16360
AT1G68600	AL2G27520
AT5G43280	AL8G17180
AT4G00310	AL6G53170
AT5G64690	AL8G42140
AT5G65750	AL8G43470
AT3G48810	AL5G28320
AT3G50500	AL5G30640
AT3G49700	AL5G29650
AT1G79040	AL2G39500
AT1G60920	AL2G15570
AT4G31130	AL7G20940
AT5G54060	AL8G29160
AT3G60415	AL5G42670
AT4G31940	AL7G19950
AT1G79740	AL2G41820
AT5G55930	AL8G31490
AT5G54740	AL8G30160
AT1G69710	AL2G28880
AT1G67550	AL2G26220
AT4G21200	AL7G32910
AT4G00330	AL6G53160
AT5G65740	AL8G43460
AT3G49690	AL5G29640
AT3G48800	AL5G28310
AT3G51520	AL5G31960
AT3G23430	AL3G38090
AT1G79050	AL2G39510
AT5G55920	AL8G31480
AT4G31140	AL7G20930
AT3G28180	AL5G17670
AT1G80880	AL2G40500
AT5G54730	AL8G30150
AT2G34820	AL4G30800
AT3G27210	AL5G16340
AT1G67540	AL2G26210
AT1G69700	AL2G28870
AT1G68620	AL2G27540
AT5G42710	AL8G18450
AT4G00335	AL6G53150
AT3G27190	AL5G16310
AT3G49680	AL5G29630
AT1G77960	AL2G38230
AT3G51510	AL5G31950
AT5G65700	AL8G43410
AT1G53540	AL1G62090
AT5G66730	AL8G44740
AT2G34825	AL4G30810
AT3G29075	AL5G18970
AT3G28140	AL5G17640
AT1G80840	AL2G40550
AT5G54650	AL8G30100
AT1G67570	AL2G26240
AT1G68650	AL2G27570
AT5G42700	AL8G18460
AT5G47820	AL8G19790
AT4G00340	AL6G53140
AT5G66740	AL8G44730
AT3G50460	AL5G30610
AT1G77980	AL2G38240
AT3G51500	AL5G31940
AT3G29090	AL5G18980
AT5G53970	AL8G29110
AT3G28150	AL5G17650
AT1G67560	AL2G26230
AT3G27200	AL5G16320
AT1G68640	AL2G27560
AT5G06180	AL6G16190
AT5G56900	AL8G32750
AT1G69720	AL2G28890
AT5G55850	AL8G31420
AT1G80830	AL2G40560
AT4G00350	AL6G53130
AT2G43940	AL4G42810
AT5G48130	AL8G20790
AT5G66710	AL8G44760
AT5G17130	AL6G28170
AT1G79080	AL2G39540
AT3G28130	AL5G17620
AT3G51490	AL5G31930
AT5G64680	AL8G42100
AT2G18010	AL3G51080
AT3G50450	AL5G30600
AT1G77940	AL2G38210
AT1G68670	AL2G27590
AT5G53980	AL8G29120
AT1G80860	AL2G40530
AT5G54670	AL8G30120
AT1G67590	AL2G26260
AT1G79090	AL2G39550
AT5G65710	AL8G43420
AT5G66720	AL8G44750
AT5G17140	AL6G28180
AT1G05790	AL1G15700
AT3G51480	AL5G31920
AT4G31990	AL7G19900
AT5G53990	AL8G29130
AT4G08690	AL6G42470
AT3G29070	AL5G18960
AT1G80850	AL2G40540
AT5G54660	AL8G30110
AT1G67580	AL2G26250
AT1G68660	AL2G27580
AT5G55860	AL8G31440
AT3G29050	AL5G18930
AT3G51470	AL5G31910
AT1G04690	AL1G14400
AT1G05805	AL1G15730
AT2G25900	AL4G17870
AT1G27300	AL1G40700
AT2G24610	AL4G15210
AT1G14510	AL1G26400
AT1G15625	AL1G27730
AT3G28100	AL5G17610
AT1G05800	AL1G15720
AT3G51460	AL5G31900
AT1G69920	AL22U10050
AT1G69890	AL22U10090
AT4G33900	AL2G28800
AT5G08360	AL6G18800
AT3G29035	AL5G18910
AT1G50920	AL1G14420
AT1G05820	AL1G15750
AT1G15580	AL1G27700
AT2G25890	AL4G17840
AT1G69900	AL22U10080
AT3G29040	AL5G18920
AT1G05810	AL1G15740
AT1G04700	AL1G14410
AT1G59940	AL2G16810
AT1G54400	AL1G64700
AT1G69910	AL22U10070
AT1G15590	AL1G27710
AT5G64710	AL8G42160
AT1G13340	AL1G25100
AT2G25240	AL4G16500
AT1G69650	AL2G28820
AT1G15660	AL1G27760
AT1G25560	AL1G39740
AT1G27340	AL1G40740
AT1G03610	AL1G13110
AT5G54750	AL8G30180
AT1G05835	AL1G15770
AT1G79760	AL2G41800
AT1G27080	AL1G38410
AT5G65760	AL8G43480
AT1G13360	AL1G25110
AT3G24350	AL4G17820
AT1G69640	AL2G28810
AT5G64700	AL8G42150
AT1G15670	AL1G27770
AT3G29034	AL5G18900
AT1G04710	AL1G14430
AT1G05830	AL1G15760
AT1G03600	AL1G13100
AT1G59910	AL2G16830
AT1G25550	AL1G39750
AT1G79750	AL2G41810
AT1G27070	AL1G38420
AT3G05935	AL3G16700
AT5G54070	AL8G29190
AT5G64730	AL8G42180
AT1G59890	AL2G16860
AT1G60960	AL2G15530
AT1G61860	AL2G14200
AT1G45130	AL1G52700
AT1G25580	AL1G39720
AT1G03630	AL1G13130
AT1G04750	AL1G14460
AT1G05850	AL1G15790
AT3G05936	AL3G16710
AT4G14120	AL7G42290
AT1G69930	AL22U10040
AT1G27320	AL1G40720
AT5G64720	AL8G42170
AT1G68590	AL2G27500
AT1G25570	AL1G39730
AT1G03620	AL1G13120
AT5G54760	AL8G30190
AT1G05840	AL1G15780
AT1G27090	AL1G38400
AT1G04730	AL1G14450
AT1G60970	AL2G15524
AT3G05937	AL3G16720
AT1G69660	AL2G28830
AT1G27310	AL1G40710
AT1G42970	AL1G51430
AT1G35340	AL1G50100
AT2G41170	AL4G39140
AT2G32970	AL4G28490
AT2G42850	AL4G41460
AT3G16940	AL3G29920
AT5G06200	AL6G16200
AT2G41810	AL4G40130
AT5G20290	AL6G31840
AT5G07290	AL6G17530
AT2G05420	AL3G42900
AT1G23330	AL1G37120
AT5G08400	AL6G18860
AT1G27045	AL1G38450
AT1G25520	AL1G39780
AT4G25070	AL7G28080
AT1G27380	AL1G40780
AT1G03650	AL1G13150
AT1G69880	AL22U10100
AT2G31865	AL4G27150
AT1G54410	AL1G64750
AT1G55365	AL1G63420
AT2G24590	AL4G15170
AT2G29110	AL41U10010
AT3G05858	AL3G16610
AT4G10050	AL6G43830
AT4G14040	AL7G42390
AT5G18290	AL6G29520
AT4G14805	AL7G41060
AT1G34630	AL1G49100
AT1G42960	AL1G51420
AT5G18300	AL6G29530
AT2G31432	AL1G25150
AT3G06830	AL3G17950
AT2G41180	AL4G39150
AT3G16950	AL3G29930
AT2G42860	AL4G41470
AT2G41820	AL4G40140
AT5G19100	AL6G30520
AT5G20300	AL6G31850
AT5G08390	AL6G18850
AT5G07280	AL6G17520
AT1G55370	AL1G63430
AT1G04760	AL1G14470
AT1G27370	AL1G40770
AT2G25220	AL4G16490
AT2G24580	AL4G15160
AT1G25510	AL1G39790
AT4G25080	AL7G28070
AT5G48670	AL3G16620
AT5G17160	AL6G28200
AT4G14800	AL7G41070
AT1G45145	AL1G52740
AT5G17910	AL1G51410
AT5G26640	AL3G16630
AT1G15680	AL1G27780
AT3G06840	AL3G17960
AT1G13380	AL1G25120
AT2G41190	AL4G39160
AT2G41830	AL4G40150
AT5G20270	AL6G31820
AT5G07310	AL6G17550
AT1G27060	AL1G38430
AT1G53550	AL1G62110
AT5G06220	AL6G16220
AT1G27360	AL1G40760
AT5G08415	AL6G18880
AT3G16960	AL3G29940
AT1G25540	AL1G39760
AT1G23310	AL1G37100
AT4G14819	AL7G41040
AT1G03680	AL1G13170
AT3G04960	AL3G15300
AT1G69860	AL22U10120
AT3G17780	AL3G30940
AT4G14060	AL7G42370
AT5G18270	AL6G29500
AT3G05880	AL3G16640
AT3G04970	AL3G15310
AT1G13390	AL1G25130
AT3G06850	AL3G17970
AT2G41200	AL4G39170
AT2G05430	AL3G42910
AT2G42880	AL4G41490
AT2G41835	AL4G40160
AT5G20280	AL6G31830
AT5G06210	AL6G16210
AT5G37930	AL7G53030
AT1G23320	AL1G37110
AT5G08410	AL6G18870
AT5G07300	AL6G17540
AT1G27050	AL1G38440
AT3G16970	AL3G29950
AT1G25530	AL1G39770
AT4G25050	AL7G28090
AT3G15970	AL3G28620
AT1G69870	AL22U10110
AT2G25215	AL4G16470
AT4G14050	AL7G42380
AT3G17770	AL3G30930
AT4G14815	AL7G41050
AT1G42980	AL1G51470
AT3G04980	AL3G15320
AT3G05890	AL3G16650
AT3G06860	AL3G17980
AT2G41840	AL4G40170
AT4G23120	AL7G30360
AT5G20250	AL6G31800
AT4G22010	AL7G31690
AT2G41210	AL4G39180
AT4G33990	AL7G17390
AT5G08380	AL6G18820
AT2G31850	AL4G27110
AT3G17800	AL3G30960
AT3G15980	AL3G28630
AT3G14970	AL3G27300
AT3G16980	AL3G29960
AT4G25110	AL7G28040
AT1G03700	AL1G13190
AT4G14070	AL7G42350
AT4G23940	AL7G29370
AT4G14830	AL7G41020
AT2G20562	AL3G53600
AT1G23360	AL1G37160
AT3G04090	AL3G14000
AT1G45150	AL1G52790
AT1G35350	AL1G50130
AT3G05900	AL3G16660
AT3G25480	AL3G41600
AT5G20260	AL6G31810
AT5G08370	AL6G18810
AT2G41220	AL4G39190
AT4G23130	AL7G30350
AT4G34000	AL7G17380
AT2G31840	AL4G27100
AT3G16990	AL3G29970
AT3G14980	AL3G27310
AT2G41850	AL4G40180
AT3G15990	AL3G28640
AT4G23950	AL7G29360
AT4G14820	AL7G41030
AT1G03687	AL1G13180
AT3G17790	AL3G30950
AT2G24570	AL4G15120
AT2G25200	AL4G16450
AT1G23380	AL1G37170
AT4G25120	AL7G28030
AT3G05910	AL3G16670
AT3G24060	AL3G39310
AT1G34560	AL1G50120
AT1G14520	AL1G26490
AT3G24690	AL3G40300
AT1G13400	AL1G25160
AT5G07270	AL6G17510
AT4G35130	AL7G16080
AT4G23100	AL7G30380
AT3G59390	AL5G41290
AT3G17000	AL3G29980
AT3G17820	AL3G30980
AT1G23340	AL1G37140
AT3G14990	AL3G27320
AT4G14850	AL7G41000
AT1G55350	AL1G63400
AT3G16000	AL3G28650
AT2G41860	AL4G40190
AT4G25090	AL7G28060
AT4G14100	AL7G42330
AT2G25190	AL4G16440
AT2G24560	AL4G15110
AT3G05920	AL3G16680
AT1G34670	AL1G49120
AT2G05520	AL3G42950
AT3G24065	AL3G39300
AT4G23110	AL7G30370
AT1G13410	AL1G25170
AT5G07250	AL6G17500
AT4G35140	AL7G16070
AT3G59380	AL5G41280
AT3G17010	AL3G29990
AT3G16010	AL3G28660
AT3G17810	AL3G30970
AT3G15000	AL3G27330
AT1G55360	AL1G63410
AT1G27385	AL1G40790
AT4G25100	AL7G28050
AT4G14080	AL7G42340
AT4G23930	AL7G29380
AT4G14840	AL7G41010
AT1G23350	AL1G37150
AT2G24550	AL4G15100
AT2G25185	AL4G16430
AT3G05930	AL3G16690
AT2G43840	AL4G42710
AT3G24050	AL3G39330
AT3G23340	AL3G38000
AT5G19160	AL6G30590
AT1G78020	AL2G38270
AT5G17220	AL6G28270
AT1G31260	AL1G49190
AT5G48120	AL8G20730
AT4G21140	AL7G32980
AT4G35180	AL7G16020
AT5G66760	AL8G44700
AT2G33980	AL4G29740
AT1G53580	AL1G62170
AT2G32900	AL4G28410
AT3G15010	AL3G27340
AT2G34740	AL4G30730
AT3G13850	AL3G26010
AT1G67620	AL2G26280
AT4G08780	AL6G42580
AT5G32470	AL7G43640
AT2G20585	AL3G53640
AT2G16225	AL3G52310
AT5G56870	AL8G32720
AT5G42130	AL8G19740
AT4G25150	AL7G28000
AT4G23990	AL7G29330
AT3G48780	AL5G28290
AT2G43850	AL4G42720
AT3G04130	AL3G14040
AT1G61800	AL2G14290
AT4G08630	AL3G15370
AT5G17230	AL6G28280
AT4G21150	AL7G32970
AT1G78010	AL2G38280
AT4G34040	AL7G17340
AT4G35190	AL7G16010
AT2G32905	AL4G28420
AT4G06634	AL6G41240
AT3G17830	AL3G30990
AT3G13860	AL3G26020
AT2G34750	AL4G30740
AT4G08770	AL6G42570
AT4G14090	AL7G42320
AT1G67600	AL2G26270
AT2G20590	AL3G53650
AT5G42120	AL8G19750
AT4G24000	AL7G29320
AT3G25500	AL3G41670
AT2G42790	AL4G41400
AT2G43860	AL4G42730
AT3G24030	AL3G39350
AT3G23360	AL3G38020
AT5G19150	AL6G30570
AT3G05010	AL3G15380
AT3G04140	AL3G14050
AT4G00295	AL6G53210
AT1G79110	AL2G39580
AT5G17200	AL6G28250
AT5G18340	AL6G29580
AT5G66750	AL8G44720
AT4G22030	AL7G31670
AT1G53600	AL1G62190
AT2G32910	AL4G28430
AT1G34750	AL1G49170
AT4G34020	AL7G17370
AT3G15020	AL3G27360
AT4G10670	AL6G43890
AT3G13870	AL3G26030
AT2G20570	AL3G53620
AT5G32460	AL7G43620
AT3G60450	AL5G42710
AT3G27180	AL5G16294
AT4G25130	AL7G28020
AT5G56890	AL8G32740
AT1G80820	AL2G40570
AT5G55840	AL8G31410
AT1G23390	AL1G37180
AT2G42800	AL4G41410
AT2G43870	AL4G42744
AT3G04150	AL3G14060
AT3G24040	AL3G39340
AT3G50440	AL5G30590
AT3G23350	AL3G38010
AT5G19151	AL6G30580
AT5G42720	AL8G18440
AT1G79120	AL2G39590
AT1G78040	AL2G38260
AT4G23150	AL7G30330
AT5G17210	AL6G28260
AT4G21130	AL7G32990
AT4G34030	AL7G17360
AT4G35170	AL7G16030
AT2G32920	AL4G28440
AT3G05020	AL3G15390
AT4G32990	AL7G18690
AT3G13880	AL3G26040
AT3G15030	AL3G27370
AT4G06599	AL6G41220
AT5G06265	AL6G16290
AT4G14110	AL7G42300
AT1G23400	AL1G37190
AT3G60460	AL5G42720
AT1G42990	AL1G51480
AT2G34770	AL4G30760
AT4G25140	AL7G28010
AT1G80810	AL2G40580
AT4G23980	AL7G29340
AT5G56880	AL8G32730
AT3G23380	AL3G38040
AT5G19130	AL6G30550
AT5G17180	AL6G28230
AT2G41130	AL4G39100
AT4G21180	AL7G32940
AT3G50430	AL5G30586
AT4G31920	AL7G19970
AT2G32930	AL4G28450
AT2G42810	AL4G41420
AT3G48760	AL5G28260
AT2G43880	AL4G42750
AT3G24010	AL3G39370
AT5G06240	AL6G16240
AT3G13882	AL3G26050
AT5G07320	AL6G17570
AT2G16270	AL3G52350
AT4G31115	AL7G20960
AT4G34090	AL7G17310
AT4G33030	AL7G18640
AT4G10090	AL6G43874
AT4G06598	AL6G41210
AT3G15040	AL3G27380
AT3G27160	AL5G16270
AT2G34780	AL4G30770
AT4G22100	AL7G31604
AT5G17190	AL6G28240
AT3G24020	AL3G39360
AT3G23370	AL3G38030
AT5G19140	AL6G30560
AT5G58850	AL3G40350
AT4G22105	AL7G31602
AT5G20330	AL6G31890
AT4G21190	AL7G32930
AT2G41140	AL4G39110
AT3G50420	AL5G30570
AT5G18330	AL6G29570
AT3G59360	AL5G41220
AT2G32940	AL4G28460
AT3G48750	AL5G28250
AT2G43890	AL4G42760
AT2G42820	AL4G41430
AT2G16280	AL3G52360
AT4G10080	AL6G43860
AT5G08420	AL6G18890
AT1G43005	AL1G62140
AT4G31120	AL7G20950
AT4G33040	AL7G18630
AT4G31930	AL7G19960
AT5G32450	AL7G43610
AT4G34100	AL7G17300
AT2G31890	AL4G27180
AT3G13890	AL3G26060
AT2G34790	AL4G30780
AT3G15050	AL3G27390
AT5G18310	AL6G29540
AT5G17165	AL6G28210
AT3G50410	AL5G30560
AT2G41150	AL4G39120
AT3G51440	AL5G31890
AT1G78000	AL2G38290
AT4G21160	AL7G32960
AT3G59350	AL5G41210
AT2G32950	AL4G28470
AT4G34050	AL7G17330
AT4G33010	AL7G18660
AT2G42830	AL4G41440
AT1G53560	AL1G62150
AT3G23990	AL3G39390
AT2G43900	AL4G42770
AT3G23400	AL3G38060
AT5G19110	AL6G30530
AT5G20310	AL6G31860
AT3G04160	AL3G14090
AT5G35980	AL7G44910
AT3G28050	AL5G17580
AT2G17972	AL3G51000
AT3G60480	AL5G42750
AT4G31080	AL7G20980
AT2G31880	AL4G27170
AT2G34810	AL4G30790
AT5G56850	AL8G32700
AT3G27120	AL5G16250
AT4G10070	AL6G43850
AT3G13898	AL3G26070
AT5G20320	AL6G31870
AT5G18320	AL6G29550
AT4G24010	AL7G29300
AT5G17170	AL6G28220
AT2G41160	AL4G39130
AT4G21170	AL7G32950
AT4G22070	AL7G31620
AT3G50400	AL5G30550
AT3G59340	AL5G41200
AT2G32960	AL4G28480
AT4G33020	AL7G18650
AT4G31910	AL7G19980
AT3G62110	AL5G29560
AT2G42840	AL4G41450
AT1G53570	AL1G62160
AT2G41800	AL4G40120
AT1G55475	AL1G63490
AT3G24000	AL3G39380
AT5G19120	AL6G30540
AT3G28060	AL5G17590
AT2G16250	AL3G52340
AT4G34060	AL7G17320
AT2G17975	AL3G51010
AT3G60490	AL5G42760
AT2G24600	AL4G15180
AT2G31870	AL4G27160
AT5G42140	AL8G19730
AT3G13900	AL3G26080
AT3G27150	AL5G16260
AT4G10060	AL6G43840
AT5G64780	AL8G42240
AT3G50640	AL5G30780
AT5G65860	AL8G43570
AT3G58350	AL5G40100
AT1G61010	AL2G15430
AT1G61960	AL2G14100
AT1G78955	AL2G39400
AT3G49800	AL5G29790
AT2G18030	AL3G51180
AT4G31270	AL7G20800
AT5G54140	AL8G29260
AT1G79830	AL2G41720
AT5G54820	AL8G30260
AT3G60310	AL5G42530
AT3G57530	AL5G39110
AT3G26370	AL5G15140
AT3G27280	AL5G16470
AT5G43230	AL8G17292
AT5G64770	AL8G42230
AT5G66610	AL8G44890
AT3G50630	AL5G30770
AT3G59510	AL5G41420
AT1G59980	AL2G16750
AT3G48940	AL5G28450
AT3G47830	AL5G27120
AT3G49790	AL5G29780
AT2G18040	AL3G51190
