AT1G56060	CARHR045780
AT3G26710	CARHR147730
AT4G13100	CARHR218570
AT1G63320	CARHR048090
AT1G71500	CARHR291180
AT4G11090	CARHR255510
AT3G21170	CARHR097030
AT3G22450	CARHR098360
AT4G34100	CARHR242210
AT4G22320	CARHR229230
AT2G40640	CARHR135750
AT4G36570	CARHR244870
AT2G39550	CARHR134420
AT1G79400	CARHR073060
AT1G80110	CARHR074390
AT5G06610	CARHR206590
AT1G69460	CARHR062390
AT5G55510	CARHR268820
AT1G68350	CARHR061060
AT4G25440	CARHR232870
AT4G24140	CARHR231540
AT4G12030	CARHR254200
AT3G10530	CARHR085050
AT4G11070	CARHR255530
AT3G11830	CARHR086380
AT5G35170	CARHR217250
AT3G26720	CARHR147740
AT1G71490	CARHR291190
AT4G24130	CARHR231530
AT3G22440	CARHR098350
AT4G22310	CARHR229220
AT2G40650	CARHR135760
AT2G39560	CARHR134430
AT3G23700	CARHR099680
AT5G55520	CARHR268830
AT3G21160	CARHR097020
AT4G36580	CARHR244880
AT1G79410	CARHR073070
AT5G07930	CARHR205270
AT1G44830	CARHR036090
AT5G55500	CARHR268810
AT3G51120	CARHR160720
AT1G69450	CARHR062380
AT1G68340	CARHR061050
AT4G36530	CARHR244840
AT4G35190	CARHR243510
AT4G24170	CARHR231570
AT3G11840	CARHR086390
AT3G10540	CARHR085060
AT3G26730	CARHR147750
AT3G62370	CARHR172700
AT1G79420	CARHR073080
AT3G21180	CARHR097050
AT5G07920	CARHR205280
AT3G22480	CARHR098380
AT4G22340	CARHR229250
AT2G40660	CARHR135770
AT4G35220	CARHR243520
AT5G55490	CARHR268800
AT1G68330	CARHR061040
AT3G26740	CARHR147760
AT5G51180	CARHR256840
AT4G23130	CARHR230230
AT4G24160	CARHR231560
AT2G02570	CARHR145100
AT4G11100	CARHR255500
AT5G51190	CARHR256830
AT3G21175	CARHR097040
AT1G79430	CARHR073090
AT4G22330	CARHR229240
AT5G07910	CARHR205290
AT2G38440	CARHR133120
AT2G39580	CARHR134450
AT5G05360	CARHR207880
AT1G79350	CARHR073010
AT1G80150	CARHR074340
AT2G04038	CARHR146440
AT4G13950	CARHR219860
AT3G51140	CARHR160740
AT2G24010	CARHR184710
AT2G02590	CARHR145110
AT4G24100	CARHR231500
AT5G51220	CARHR256800
AT3G11770	CARHR086320
AT1G80140	CARHR074350
AT2G38450	CARHR133130
AT3G49470	CARHR158430
AT5G06660	CARHR206550
AT4G25420	CARHR232830
AT3G62380	CARHR172720
AT2G40690	CARHR135790
AT2G39620	CARHR134460
AT4G35180	CARHR243500
AT4G36520	CARHR244830
AT3G23660	CARHR099630
AT3G22410	CARHR098300
AT1G79360	CARHR073020
AT3G25540	CARHR146450
AT3G11780	CARHR086340
AT4G38870	CARHR147780
AT3G51130	CARHR160730
AT5G51210	CARHR256810
AT3G01320	CARHR075690
AT1G79380	CARHR073030
AT5G07960	CARHR205230
AT1G80133	CARHR074360
AT2G38460	CARHR133140
AT5G06650	CARHR206560
AT4G25410	CARHR232820
AT2G39630	CARHR134470
AT5G16530	CARHR196700
AT5G24510	CARHR158420
AT4G36480	CARHR244800
AT3G21140	CARHR097000
AT4G25434	CARHR232860
AT3G11800	CARHR086350
AT3G51160	CARHR160760
AT3G25545	CARHR146460
AT3G13090	CARHR087680
AT3G58720	CARHR169100
AT4G24120	CARHR231520
AT3G10500	CARHR085010
AT4G14630	CARHR220880
AT4G25433	CARHR232850
AT3G21150	CARHR097010
AT5G07950	CARHR205240
AT1G80130	CARHR074370
AT2G38465	CARHR133150
AT3G50310	CARHR159780
AT3G48350	CARHR157120
AT3G23690	CARHR099670
AT3G22430	CARHR098340
AT4G22305	CARHR229210
AT3G61130	CARHR171410
AT2G28270	CARHR121190
AT1G68360	CARHR061080
AT4G36470	CARHR244810
AT3G22420	CARHR098320
AT3G10520	CARHR085030
AT4G14615	CARHR220860
AT3G51150	CARHR160750
AT2G24693	CARHR218560
AT2G02710	CARHR145140
AT5G35160	CARHR217230
AT3G13100	CARHR087690
AT2G39650	CARHR134490
AT4G24110	CARHR231510
AT4G14620	CARHR220870
AT3G23680	CARHR099660
AT3G22425	CARHR098330
AT1G80120	CARHR074380
AT2G38470	CARHR133160
AT3G50300	CARHR159770
AT5G06620	CARHR206580
AT2G45710	CARHR171400
AT3G62390	CARHR172730
AT3G11540	CARHR086090
AT4G13820	CARHR219700
AT3G50960	CARHR160540
AT2G03840	CARHR146240
AT3G26580	CARHR147570
AT5G27230	CARHR185840
AT2G18700	CARHR109290
AT2G19860	CARHR110290
AT3G22190	CARHR098080
AT2G40475	CARHR135590
AT5G47500	CARHR173850
AT2G39410	CARHR134260
AT3G62180	CARHR172520
AT3G26570	CARHR147580
AT3G50950	CARHR160530
AT5G05540	CARHR207730
AT3G52120	CARHR161860
AT2G29040	CARHR122260
AT2G30270	CARHR123590
AT2G39420	CARHR134270
AT5G06780	CARHR206400
AT5G47510	CARHR173840
AT3G22180	CARHR098070
AT3G62170	CARHR172510
AT2G03870	CARHR146260
AT5G05530	CARHR207740
AT3G52150	CARHR161890
AT1G77830	CARHR185820
AT2G29020	CARHR122250
AT2G39435	CARHR134280
AT3G50220	CARHR159580
AT3G49310	CARHR158250
AT5G06770	CARHR206410
AT3G60820	CARHR171210
AT2G19810	CARHR110270
AT1G69210	CARHR062090
AT2G03880	CARHR146270
AT5G05520	CARHR207750
AT4G14480	CARHR220700
AT5G27220	CARHR185830
AT3G50980	CARHR160550
AT2G30250	CARHR123570
AT3G52140	CARHR161880
AT2G39430	CARHR134290
AT3G22200	CARHR098090
AT5G06760	CARHR206420
AT5G15500	CARHR197810
AT2G19800	CARHR110260
AT3G60810	CARHR171200
AT3G62190	CARHR172530
AT1G04370	CARHR003700
AT2G03890	CARHR146280
AT2G29000	CARHR122230
AT5G27270	CARHR185880
AT2G18660	CARHR109250
AT5G27280	CARHR185890
AT3G49330	CARHR158270
AT3G60840	CARHR171230
AT5G17920	CARHR195200
AT3G62220	CARHR172560
AT3G23400	CARHR099370
AT5G47470	CARHR173890
AT1G80550	CARHR074070
AT2G19790	CARHR110250
AT3G22160	CARHR098040
AT5G15440	CARHR197880
AT1G08985	CARHR123550
AT3G43210	CARHR184560
AT2G18670	CARHR109260
AT3G51000	CARHR160570
AT3G12870	CARHR087390
AT3G49320	CARHR158260
AT3G50230	CARHR159590
AT3G60830	CARHR171220
AT5G16650	CARHR196540
AT3G62210	CARHR172550
AT2G19780	CARHR110240
AT5G17910	CARHR195210
AT2G20840	CARHR111570
AT3G60870	CARHR171260
AT1G04390	CARHR003720
AT3G62260	CARHR172590
AT2G30240	CARHR123540
AT2G31280	CARHR124870
AT5G05560	CARHR207700
AT2G18640	CARHR109230
AT3G49350	CARHR158290
AT1G15190	CARHR015700
AT2G20835	CARHR111560
AT3G60860	CARHR171250
AT2G19770	CARHR110230
AT3G22170	CARHR098060
AT5G16690	CARHR196510
AT3G23430	CARHR099390
AT5G64180	CARHR278090
AT2G47110	CARHR172580
AT1G04380	CARHR003710
AT5G42200	CARHR184540
AT5G48690	CARHR183210
AT5G27240	CARHR185870
AT5G05550	CARHR207710
AT2G31270	CARHR124860
AT2G30230	CARHR123530
AT3G11530	CARHR086080
AT2G18650	CARHR109240
AT5G15470	CARHR197850
AT3G60850	CARHR171240
AT5G16680	CARHR196520
AT3G62240	CARHR172570
AT3G23410	CARHR099380
AT5G64170	CARHR278080
AT5G16620	CARHR196580
AT3G24600	CARHR100880
AT3G60880	CARHR171280
AT2G19760	CARHR110200
AT2G31260	CARHR124850
AT2G18620	CARHR109210
AT1G14030	CARHR014400
AT1G15210	CARHR015730
AT1G03070	CARHR002420
AT1G28230	CARHR027720
AT3G24605	CARHR100890
AT1G03055	CARHR002400
AT3G60890	CARHR171270
AT2G20820	CARHR111520
AT5G64160	CARHR278070
AT2G18630	CARHR109220
AT2G31240	CARHR124840
AT1G15200	CARHR015720
AT1G49660	CARHR039710
AT2G30200	CARHR123500
AT2G31230	CARHR124830
AT5G48655	CARHR183280
AT5G53070	CARHR266090
AT2G20825	CARHR111530
AT1G04400	CARHR003740
AT1G03060	CARHR002410
AT1G28240	CARHR027730
AT5G67250	CARHR280380
AT5G15430	CARHR197890
AT5G64150	CARHR278060
AT5G65410	CARHR279390
AT1G15220	CARHR015750
AT5G53060	CARHR266080
AT5G48660	CARHR183250
AT2G31220	CARHR124820
AT1G03090	CARHR002440
AT5G16640	CARHR196550
AT5G67260	CARHR280370
AT1G01340	CARHR001110
AT1G04430	CARHR003770
AT1G28210	CARHR027700
AT3G24590	CARHR100870
AT5G17880	CARHR195240
AT2G21780	CARHR112830
AT5G16630	CARHR196570
AT2G18600	CARHR109200
AT1G14040	CARHR014410
AT1G15215	CARHR015740
AT5G53050	CARHR266070
AT5G48657	CARHR183260
AT1G04420	CARHR003760
AT5G17890	CARHR195230
AT1G03080	CARHR002430
AT5G67265	CARHR280360
AT1G28220	CARHR027710
AT5G66060	CARHR281690
AT4G12110	CARHR254070
AT5G64130	CARHR278040
AT5G65400	CARHR279370
AT1G15240	CARHR015770
AT1G49710	CARHR039740
AT1G12800	CARHR013110
AT5G54180	CARHR267390
AT5G53045	CARHR266060
AT4G33960	CARHR242090
AT2G31200	CARHR124800
AT1G01310	CARHR001130
AT1G28270	CARHR027760
AT1G24650	CARHR026430
AT1G50670	CARHR040720
AT1G03110	CARHR002460
AT5G67270	CARHR280350
AT5G66070	CARHR281680
AT4G23030	CARHR230090
AT5G65390	CARHR279360
AT2G21790	CARHR112810
AT1G15230	CARHR015760
AT5G64120	CARHR278030
AT1G12790	CARHR013100
AT5G54170	CARHR267380
AT5G53040	CARHR266050
AT1G24625	CARHR026440
AT1G26820	CARHR025110
AT1G28280	CARHR027770
AT5G66080	CARHR281670
AT5G67280	CARHR280340
AT1G03100	CARHR002450
AT5G64110	CARHR278020
AT1G14080	CARHR014460
AT5G65040	CARHR293730
AT1G15270	CARHR015790
AT1G49670	CARHR039720
AT4G12130	CARHR254050
AT4G33945	CARHR242070
AT1G50650	CARHR040700
AT5G54165	CARHR267370
AT5G67290	CARHR280330
AT1G01300	CARHR001150
AT5G53030	CARHR266040
AT5G66090	CARHR281660
AT1G28250	CARHR027740
AT5G65030	CARHR293740
AT1G12805	CARHR013120
AT5G64100	CARHR278010
AT1G14060	CARHR014450
AT1G42440	CARHR292410
AT5G55350	CARHR268690
AT1G50660	CARHR040710
AT1G01305	CARHR001140
AT5G66100	CARHR281650
AT5G54160	CARHR267360
AT5G53020	CARHR266030
AT1G03140	CARHR002470
AT1G24706	CARHR026420
AT4G22290	CARHR229190
AT1G49620	CARHR039660
AT1G66170	CARHR292300
AT1G13990	CARHR014360
AT1G12740	CARHR013030
AT3G15820	CARHR090910
AT4G11110	CARHR255480
AT1G60420	CARHR052630
AT1G61340	CARHR051300
AT4G23100	CARHR230180
AT1G03040	CARHR002380
AT1G28190	CARHR027680
AT1G26920	CARHR025020
AT5G67200	CARHR280430
AT5G66000	CARHR281760
AT5G54225	CARHR267470
AT5G24670	CARHR064610
AT3G14970	CARHR089910
AT1G72970	CARHR065940
AT4G34030	CARHR242170
AT1G50600	CARHR040640
AT5G64200	CARHR278110
AT1G12730	CARHR013020
AT5G65460	CARHR279440
AT1G66160	CARHR292310
AT1G13980	CARHR014350
AT1G15140	CARHR015680
AT4G12070	CARHR254160
AT1G60430	CARHR052620
AT1G58100	CARHR053950
AT4G34040	CARHR242180
AT3G15810	CARHR090900
AT1G28200	CARHR027690
AT1G26910	CARHR025030
AT5G67210	CARHR280420
AT5G66010	CARHR281750
AT1G03030	CARHR002370
AT3G24570	CARHR100800
AT5G55480	CARHR268790
AT5G53110	CARHR266130
AT1G72960	CARHR065930
AT1G71310	CARHR064600
AT1G12760	CARHR013050
AT5G65450	CARHR279430
AT1G66150	CARHR292320
AT1G49590	CARHR039640
AT3G03820	CARHR077950
AT3G02600	CARHR076620
AT1G60440	CARHR052610
AT4G12090	CARHR254130
AT1G58110	CARHR053940
AT3G15840	CARHR090930
AT4G11120	CARHR255460
AT1G01370	CARHR001070
AT1G25230	CARHR026330
AT5G66020	CARHR281740
AT1G51800	CARHR041950
AT5G67220	CARHR280410
AT5G55470	CARHR268780
AT4G34020	CARHR242150
AT1G50590	CARHR040620
AT5G53100	CARHR266120
AT1G14000	CARHR014370
AT2G41820	CARHR136900
AT1G49600	CARHR039650
AT1G71780	CARHR291000
AT1G12750	CARHR013040
AT3G02630	CARHR076630
AT3G01620	CARHR075300
AT4G12080	CARHR254140
AT5G65440	CARHR279420
AT2G17270	CARHR293660
AT1G03050	CARHR002390
AT1G01380	CARHR001060
AT5G53090	CARHR266110
AT5G66030	CARHR281730
AT3G14980	CARHR089940
AT1G26930	CARHR025010
AT1G72910	CARHR065910
AT4G35170	CARHR243490
AT1G50640	CARHR040690
AT1G73020	CARHR065990
AT1G47480	CARHR037040
AT1G62810	CARHR049020
AT4G11140	CARHR255440
AT1G60390	CARHR052670
AT1G61260	CARHR051340
AT2G17280	CARHR293670
AT5G51260	CARHR256770
AT1G74200	CARHR218490
AT5G65430	CARHR279410
AT5G35090	CARHR217160
AT1G26840	CARHR025060
AT5G66040	CARHR281720
AT1G71380	CARHR064650
AT5G53080	CARHR266100
AT1G73010	CARHR065980
AT4G33990	CARHR242130
AT1G50630	CARHR040680
AT1G70200	CARHR063320
AT4G22260	CARHR229150
AT4G36490	CARHR244790
AT5G08005	CARHR205180
AT5G08000	CARHR205190
AT4G25380	CARHR232790
AT1G12770	CARHR013060
AT2G41835	CARHR136920
AT1G47485	CARHR037050
AT1G14020	CARHR014390
AT4G12100	CARHR254120
AT1G79790	CARHR049030
AT4G23070	CARHR230130
AT4G24060	CARHR231460
AT1G58070	CARHR053990
AT5G65420	CARHR279400
AT1G71770	CARHR291020
AT5G35100	CARHR217170
AT4G11130	CARHR255450
AT1G01360	CARHR001080
AT3G27530	CARHR148900
AT5G66050	CARHR281710
AT5G55410	CARHR268750
AT1G73000	CARHR065970
AT1G71360	CARHR064640
AT4G34000	CARHR242140
AT4G22250	CARHR229140
AT2G40480	CARHR135600
AT1G49640	CARHR039680
AT1G47410	CARHR037020
AT1G61290	CARHR051320
AT1G58080	CARHR053980
AT5G51290	CARHR256750
AT4G11150	CARHR255420
AT1G71760	CARHR291030
AT4G24090	CARHR231490
AT3G03840	CARHR077910
AT5G35110	CARHR217180
AT1G42430	CARHR292370
AT1G24764	CARHR026370
AT5G66055	CARHR281700
AT3G27540	CARHR148910
AT1G26900	CARHR025040
AT1G72990	CARHR065960
AT4G33980	CARHR242110
AT5G55400	CARHR268740
AT1G50610	CARHR040660
AT5G54190	CARHR267410
AT1G71350	CARHR064630
AT2G41850	CARHR136940
AT4G36440	CARHR244770
AT4G35130	CARHR243440
AT1G49650	CARHR039690
AT2G40490	CARHR135610
AT1G47420	CARHR037030
AT5G51270	CARHR256760
AT3G27550	CARHR148930
AT1G71750	CARHR291040
AT4G24080	CARHR231480
AT1G71740	CARHR291050
AT1G26830	CARHR025050
AT1G50620	CARHR040670
AT4G35140	CARHR243450
AT4G33985	CARHR242120
AT5G55390	CARHR268730
AT2G41860	CARHR136950
AT4G36450	CARHR244780
AT1G71340	CARHR064620
AT4G22270	CARHR229160
AT3G14960	CARHR089900
AT1G47510	CARHR037080
AT5G55370	CARHR268710
AT3G15880	CARHR090990
AT1G69170	CARHR062040
AT4G35210	CARHR243410
AT4G24020	CARHR231430
AT3G12810	CARHR087340
AT3G13880	CARHR088670
AT3G27560	CARHR148940
AT5G32450	CARHR217120
AT1G62780	CARHR049060
AT4G13860	CARHR219780
AT3G26600	CARHR147610
AT1G71730	CARHR291060
AT4G14570	CARHR220780
AT3G02690	CARHR076690
AT3G01570	CARHR075360
AT1G61240	CARHR051390
AT3G11450	CARHR086000
AT4G24015	CARHR231420
AT3G23360	CARHR099330
AT2G41870	CARHR136960
AT1G80510	CARHR074030
AT4G35120	CARHR243420
AT4G36420	CARHR244750
AT5G55380	CARHR268720
AT2G40520	CARHR135630
AT5G08040	CARHR205140
AT5G06730	CARHR206470
AT3G50240	CARHR159600
AT5G55360	CARHR268700
AT3G23340	CARHR099310
AT3G52155	CARHR161900
AT1G69160	CARHR062030
AT3G11460	CARHR086020
AT3G27570	CARHR148950
AT3G12820	CARHR087350
AT5G32440	CARHR217130
AT4G11160	CARHR255410
AT3G13882	CARHR088680
AT1G62770	CARHR049070
AT1G71720	CARHR291070
AT3G01550	CARHR075370
AT4G11175	CARHR255400
AT4G24000	CARHR231410
AT4G14560	CARHR220770
AT1G61250	CARHR051380
AT3G22880	CARHR050050
AT4G25320	CARHR232740
AT4G35200	CARHR243430
AT4G33970	CARHR242100
AT2G41880	CARHR136970
AT2G40530	CARHR135640
AT4G36430	CARHR244760
AT2G39445	CARHR134310
AT4G22217	CARHR229100
AT5G08030	CARHR205150
AT5G06720	CARHR206480
AT4G25370	CARHR232780
AT3G52170	CARHR161930
AT1G70230	CARHR063350
AT4G36390	CARHR244720
AT1G71870	CARHR064680
AT3G27580	CARHR148960
AT4G23060	CARHR230120
AT4G24050	CARHR231450
AT3G11480	CARHR086030
AT3G12830	CARHR087360
AT3G13890	CARHR088690
AT4G13070	CARHR218470
AT5G35080	CARHR217140
AT3G26610	CARHR147630
AT1G71710	CARHR291080
AT1G26850	CARHR025080
AT3G01540	CARHR075380
AT3G22150	CARHR098020
AT2G40540	CARHR135650
AT1G70220	CARHR063340
AT2G39450	CARHR134320
AT3G23380	CARHR099350
AT1G80530	CARHR074050
AT5G08020	CARHR205160
AT5G06710	CARHR206490
AT4G22240	CARHR229130
AT2G41890	CARHR136980
AT3G52160	CARHR161920
AT4G25360	CARHR232770
AT4G36400	CARHR244730
AT4G23050	CARHR230110
AT4G24040	CARHR231440
AT3G11490	CARHR086040
AT1G62790	CARHR049050
AT3G26618	CARHR147640
AT5G15380	CARHR075390
AT1G26870	CARHR025090
AT5G47460	CARHR173900
AT1G70210	CARHR063330
AT4G36410	CARHR244740
AT3G05360	CARHR064660
AT4G22220	CARHR229120
AT3G23370	CARHR099340
AT3G22120	CARHR098010
AT1G80540	CARHR074060
AT3G50260	CARHR159610
AT5G08010	CARHR205170
AT2G40550	CARHR135660
AT2G41900	CARHR136990
AT1G69200	CARHR062080
AT4G36360	CARHR244700
AT5G05510	CARHR207760
AT4G13830	CARHR219740
AT3G02640	CARHR076640
AT3G01610	CARHR075310
AT4G14510	CARHR220730
AT3G52190	CARHR161950
AT3G51040	CARHR160620
AT5G27320	CARHR185920
AT2G04025	CARHR146320
AT5G15410	CARHR197900
AT3G13845	CARHR088620
AT3G03860	CARHR077980
AT5G08080	CARHR205100
AT5G06750	CARHR206430
AT3G14990	CARHR089950
AT5G47440	CARHR173930
AT3G49370	CARHR158310
AT2G40570	CARHR135670
AT2G39470	CARHR134340
AT3G51030	CARHR160610
AT5G05500	CARHR207770
AT4G36380	CARHR244710
AT1G77570	CARHR089970
AT3G02645	CARHR076650
AT3G01600	CARHR075320
AT4G13050	CARHR218420
AT4G13840	CARHR219750
AT3G26630	CARHR147660
AT4G14500	CARHR220720
AT5G27330	CARHR185930
AT3G27610	CARHR148990
AT2G02450	CARHR145000
AT3G15850	CARHR090940
AT5G47450	CARHR173920
AT3G12770	CARHR087300
AT3G13850	CARHR088630
AT3G03870	CARHR077990
AT3G02660	CARHR076660
AT5G08070	CARHR205110
AT2G38400	CARHR133020
AT5G06740	CARHR206440
AT4G25290	CARHR232700
AT5G15400	CARHR197910
AT2G39480	CARHR134350
AT3G49360	CARHR158300
AT5G05490	CARHR207780
AT1G80480	CARHR074000
AT3G15020	CARHR089980
AT3G23330	CARHR099300
AT3G01590	CARHR075330
AT3G13860	CARHR088650
AT4G14540	CARHR220750
AT2G04030	CARHR146340
AT3G52210	CARHR161970
AT2G02470	CARHR145010
AT1G65370	CARHR147670
AT4G13850	CARHR219760
AT1G62760	CARHR049080
AT2G19740	CARHR110190
AT3G12775	CARHR087310
AT3G02650	CARHR076670
AT2G38410	CARHR133030
AT5G08060	CARHR205120
AT5G47430	CARHR173950
AT3G48240	CARHR157000
AT2G40600	CARHR135690
AT2G39490	CARHR134360
AT3G62280	CARHR172620
AT2G30170	CARHR123490
AT5G05460	CARHR207790
AT5G27290	CARHR185910
AT1G70260	CARHR063380
AT1G69180	CARHR062050
AT1G80490	CARHR074010
AT4G14520	CARHR220740
AT3G52200	CARHR161960
AT3G15860	CARHR090960
AT3G13870	CARHR088660
AT3G51050	CARHR160630
AT3G26670	CARHR147680
AT1G62750	CARHR049090
AT2G19730	CARHR110180
AT3G02680	CARHR076680
AT3G01580	CARHR075350
AT1G80500	CARHR074020
AT4G25315	CARHR232720
AT5G08050	CARHR205130
AT5G47435	CARHR173940
AT3G50870	CARHR160420
AT3G52060	CARHR161750
AT2G03730	CARHR146120
AT5G04360	CARHR208930
AT3G26430	CARHR147450
AT5G05680	CARHR207600
AT5G22590	CARHR148780
AT2G28180	CARHR121060
AT4G15165	CARHR221900
AT3G60060	CARHR159440
AT2G40390	CARHR135470
AT2G39350	CARHR134140
AT3G62060	CARHR172400
AT5G04347	CARHR208940
AT3G50860	CARHR160410
AT5G05670	CARHR207610
AT3G26440	CARHR147460
AT3G22290	CARHR098190
AT2G40400	CARHR135480
AT3G49240	CARHR158100
AT5G47600	CARHR173720
AT2G39360	CARHR134150
AT5G15610	CARHR197710
AT3G26490	CARHR147470
AT1G04450	CARHR003800
AT5G05660	CARHR207620
AT2G03750	CARHR146140
AT5G27970	CARHR185700
AT2G29090	CARHR122370
AT4G15200	CARHR221920
AT3G52070	CARHR161770
AT2G18800	CARHR109390
AT1G27650	CARHR134160
AT2G17740	CARHR108060
AT3G49260	CARHR158130
AT2G19950	CARHR110390
AT3G62080	CARHR172420
AT5G04320	CARHR208960
AT3G50880	CARHR160430
AT4G15180	CARHR221910
AT3G21640	CARHR161760
AT2G29080	CARHR122360
AT1G27630	CARHR134170
AT3G62070	CARHR172410
AT2G19940	CARHR110380
AT5G47860	CARHR184430
AT5G27110	CARHR185760
AT3G11620	CARHR086170
AT2G18770	CARHR109370
AT3G50890	CARHR160460
AT3G52080	CARHR161790
AT2G29070	CARHR122350
AT2G30360	CARHR123680
AT1G15260	CARHR015800
AT5G15570	CARHR197740
AT3G62100	CARHR172440
AT5G47580	CARHR173770
AT1G80320	CARHR074190
AT3G23570	CARHR099490
AT3G22260	CARHR098160
AT1G28310	CARHR027800
AT1G04470	CARHR003810
AT3G46910	CARHR122340
AT2G28160	CARHR121010
AT5G47870	CARHR184440
AT2G17730	CARHR108050
AT5G04410	CARHR208900
AT2G30350	CARHR123670
AT3G11630	CARHR086180
AT1G27620	CARHR134190
AT3G62090	CARHR172430
AT5G15550	CARHR197750
AT3G60720	CARHR171100
AT3G62130	CARHR172470
AT1G03170	CARHR002510
AT2G03770	CARHR146180
AT2G29065	CARHR122330
AT2G28150	CARHR121000
AT3G42170	CARHR015830
AT2G31360	CARHR124990
AT3G11640	CARHR086190
AT3G50920	CARHR160490
AT1G15290	CARHR015820
AT3G60740	CARHR171130
AT1G04510	CARHR003850
AT1G03180	CARHR002520
AT3G22275	CARHR098180
AT5G15600	CARHR197720
AT5G67320	CARHR280290
AT2G03780	CARHR146190
AT5G47560	CARHR173790
AT1G04490	CARHR003830
AT1G03160	CARHR002500
AT2G30330	CARHR123650
AT5G27950	CARHR185750
AT2G31350	CARHR124980
AT5G04390	CARHR208920
AT3G50900	CARHR160470
AT2G18760	CARHR109360
AT1G15280	CARHR015810
AT3G50910	CARHR160480
AT5G15580	CARHR197730
AT3G60730	CARHR171120
AT3G62110	CARHR172450
AT1G04500	CARHR003840
AT3G22270	CARHR098170
AT5G47570	CARHR173780
AT5G16760	CARHR196400
AT5G67330	CARHR280280
AT3G62150	CARHR172490
AT5G16720	CARHR196460
AT2G31345	CARHR124970
AT2G30320	CARHR123640
AT1G15320	CARHR015850
AT2G17710	CARHR108000
AT2G19900	CARHR110330
AT1G04530	CARHR003870
AT1G03210	CARHR002540
AT1G24580	CARHR026510
AT1G01250	CARHR001210
AT1G28350	CARHR027840
AT5G67340	CARHR280270
AT5G16715	CARHR196470
AT3G62140	CARHR172480
AT2G19870	CARHR110310
AT5G65320	CARHR279280
AT2G31340	CARHR124960
AT2G18750	CARHR109340
AT1G50710	CARHR040810
AT2G30300	CARHR123620
AT5G42220	CARHR184490
AT2G20880	CARHR111650
AT2G19880	CARHR110320
AT1G04520	CARHR003860
AT1G03190	CARHR002530
AT1G01260	CARHR001200
AT5G67350	CARHR280260
AT1G28360	CARHR027850
AT1G24570	CARHR026520
AT5G66150	CARHR281590
AT1G28320	CARHR027810
AT5G15540	CARHR197770
AT5G65310	CARHR279270
AT2G20900	CARHR111630
AT2G04800	CARHR100980
AT1G15340	CARHR015870
AT5G47880	CARHR184450
AT5G48740	CARHR183120
AT1G12880	CARHR013210
AT1G14150	CARHR014540
AT5G54095	CARHR267290
AT2G30290	CARHR123610
AT5G27150	CARHR185790
AT5G47890	CARHR184460
AT2G31320	CARHR124940
AT5G16750	CARHR196430
AT2G20890	CARHR111640
AT5G17970	CARHR195100
AT5G67360	CARHR280250
AT1G28330	CARHR027820
AT5G66160	CARHR281580
AT1G04550	CARHR003890
AT1G01230	CARHR001230
AT1G03260	CARHR002560
AT5G15530	CARHR197780
AT5G65300	CARHR279260
AT5G16730	CARHR196450
AT3G60780	CARHR171170
AT2G21920	CARHR112950
AT2G20875	CARHR111620
AT2G18730	CARHR109320
AT5G48730	CARHR183130
AT1G49760	CARHR039810
AT1G14140	CARHR014530
AT1G15330	CARHR015860
AT5G54090	CARHR267280
AT2G31310	CARHR124930
AT2G30280	CARHR123600
AT1G03250	CARHR002550
AT5G16740	CARHR196440
AT1G28340	CARHR027830
AT1G24575	CARHR026500
AT1G01240	CARHR001220
AT5G66170	CARHR281570
AT5G67370	CARHR280240
AT5G17930	CARHR195170
AT4G11300	CARHR255280
AT5G65290	CARHR279250
AT2G20870	CARHR111610
AT2G21910	CARHR112940
AT1G14160	CARHR014560
AT1G15360	CARHR015890
AT1G49800	CARHR039860
AT1G47570	CARHR037200
AT5G54080	CARHR267270
AT2G31305	CARHR124920
AT1G24540	CARHR026550
AT1G01220	CARHR001250
AT1G28380	CARHR027880
AT5G66180	CARHR281560
AT1G50740	CARHR040840
AT1G03280	CARHR002580
AT1G71990	CARHR064810
AT5G67380	CARHR280230
AT3G60800	CARHR171190
AT4G11290	CARHR255290
AT2G21900	CARHR112930
AT2G20860	CARHR111600
AT2G17260	CARHR293600
AT3G24650	CARHR100970
AT1G15350	CARHR015880
AT1G47578	CARHR037210
AT2G18710	CARHR109300
AT1G12890	CARHR013220
AT1G71980	CARHR064800
AT5G55230	CARHR268590
AT5G54070	CARHR267260
AT1G01225	CARHR001240
AT3G24630	CARHR100960
AT5G67385	CARHR280220
AT1G28390	CARHR027890
AT1G24530	CARHR026560
ATMG00520	CARHR282880
AT1G03270	CARHR002570
AT2G21880	CARHR112920
AT5G16710	CARHR196480
AT5G65280	CARHR279230
AT1G14180	CARHR014580
AT5G57120	CARHR270890
AT4G35000	CARHR243280
AT2G48120	CARHR124900
AT5G55220	CARHR268580
AT1G50720	CARHR040820
AT5G48720	CARHR183170
AT5G67390	CARHR280210
AT1G28370	CARHR027860
AT5G66190	CARHR281540
AT1G01200	CARHR001270
AT3G24620	CARHR100930
AT1G26760	CARHR025200
AT1G24560	CARHR026530
AT2G21870	CARHR112910
AT5G17960	CARHR195160
AT5G65270	CARHR279220
AT1G49780	CARHR039850
AT1G14170	CARHR014570
AT4G35010	CARHR243290
AT1G28375	CARHR027870
AT5G66200	CARHR281530
AT5G67400	CARHR280200
AT1G50730	CARHR040830
AT1G26750	CARHR025210
AT5G55210	CARHR268570
